ID Conexion unico;Usuario;Inicio de Conexion;Fin de Conexio;Session Time;Input Octects;Output Octects;MAC AP;MAC Cliente
94fca70237c0f601;hcesedew;01/09/2019 14:12;01/09/2019 21:47;27333.0;770251.0;1102284.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
c61debc779d528f1;invitede-pansew;01/09/2019 17:40;01/09/2019 17:42;140.0;476053.0;5140597.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
59fc40d7f191aeda;invitede-pansew;01/09/2019 17:42;01/09/2019 17:46;227.0;444992.0;1015534.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
57cf1fc21af12a95;invitede-pansew;01/09/2019 17:46;01/09/2019 17:47;22.0;9389.0;23506.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
317f822693ac5874;invitede-pansew;01/09/2019 17:48;01/09/2019 18:10;1341.0;4466766.0;99046666.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
8f038168d08f5467;invitede-pansew;01/09/2019 18:11;01/09/2019 18:11;0.0;736.0;336.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
0a92ddd215dbe2fb;invitede-pansew;01/09/2019 18:11;01/09/2019 18:32;1299.0;5513028.0;105586368.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
0a37e457db4e5c8b;invitede-pansew;01/09/2019 18:32;01/09/2019 18:38;312.0;4891.0;9510.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
ffe2aa7e95cca048;invitede-pansew;01/09/2019 18:39;01/09/2019 19:01;1351.0;5105740.0;124103034.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
4a76bd5c262cee17;invitede-pansew;01/09/2019 19:18;01/09/2019 19:18;0.0;646.0;336.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
2b2e12cfe4025d46;invitede-pansew;01/09/2019 19:18;01/09/2019 20:50;5521.0;11433202.0;296232937.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
fabb30ade78a4e08;invitede-pansew;01/09/2019 20:51;01/09/2019 21:09;1074.0;1315581.0;16701088.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
1be712c06fec3496;invitede-pansew;01/09/2019 21:53;01/09/2019 22:01;427.0;238753.0;1958889.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
6c635a86401c0da3;invitede-pansew;06/09/2019 23:33;07/09/2019 00:30;3423.0;13572347.0;198716256.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
18bd07ac781a6d94;hcesedew;06/09/2019 23:45;07/09/2019 08:12;30394.0;0.0;0.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
2e7a964926bb7a96;invitede-pansew;07/09/2019 00:32;07/09/2019 02:32;7199.0;27269502.0;486963081.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
0727541f30ecbba7;invitede-pansew;07/09/2019 02:32;07/09/2019 04:32;7199.0;549419.0;813385.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
cf74f327d092610f;invitede-pansew;07/09/2019 04:35;07/09/2019 06:35;7199.0;3534981.0;51890517.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
5f736eb6171b2442;invitede-pansew;07/09/2019 06:35;07/09/2019 06:51;978.0;4294967296.0;4294967296.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
03e12810195de7d6;invitede-pansew;07/09/2019 07:06;07/09/2019 07:27;1283.0;5122016.0;86854174.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
876648c9a68a8ebe;invitede-pansew;07/09/2019 07:28;07/09/2019 07:56;1640.0;13509897.0;304403536.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
45cef85aa98446f1;Invitede-Pansew;07/09/2019 07:53;07/09/2019 08:32;2303.0;1365531.0;21018370.0;DC-9F-DB-12-F4-75:UM;AC-5F-3E-53-6B-56
6fb2de2e19d7c5fb;invitede-pansew;07/09/2019 08:03;07/09/2019 09:38;5662.0;8929139.0;269002166.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
a096fba59fa5cd38;invitede-pansew;07/09/2019 08:09;07/09/2019 08:12;229.0;289081.0;2644438.0;04-18-D6-22-8D-DF:UM;14-96-E5-E9-E4-D3
142176f4b50debd4;invitede-pansew;07/09/2019 08:16;07/09/2019 08:27;636.0;0.0;0.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
28b9e7ea12497ddc;hcesedew;07/09/2019 08:19;07/09/2019 16:12;28361.0;961130.0;1577021.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
39ca33d59383a9b9;invitede-pansew;07/09/2019 08:32;07/09/2019 08:38;345.0;157363.0;179438.0;DC-9F-DB-12-F4-A9:UM;20-2D-07-8A-E3-35
b4870a557e82e7af;invitede-pansew;07/09/2019 08:32;07/09/2019 08:47;889.0;106722.0;122933.0;DC-9F-DB-12-F4-A9:UM;14-96-E5-E9-E4-D3
38ff9d76243355ae;invitede-pansew;07/09/2019 09:38;07/09/2019 12:31;10424.0;33487296.0;1061920520.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
3f723d2121e10eb0;invitede-pansew;07/09/2019 12:31;07/09/2019 12:32;60.0;5692.0;24828.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
05f63ebf117f0279;invitede-pansew;07/09/2019 12:51;07/09/2019 13:37;2774.0;3350552.0;72392993.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
77b2a7d69a681817;invitede-pansew;07/09/2019 17:47;07/09/2019 18:49;3747.0;7179985.0;166130249.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
be6c3f6e95856569;invitede-pansew;07/09/2019 18:49;07/09/2019 20:18;5349.0;10109370.0;148245486.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
e2834083277df701;invitede-pansew;07/09/2019 20:19;07/09/2019 21:49;5401.0;15271075.0;219379499.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
957939904b7be82a;invitede-pansew;07/09/2019 21:52;07/09/2019 22:40;2896.0;3928612.0;70401527.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
b6387464f6269254;invitede-pansew;28/08/2019 19:14;28/09/2019 14:44;299.0;11453.0;12251.0;DC-9F-DB-12-F3-EA:UM;08-74-02-B0-AE-7B
5e3a540369259d70;invitede-pansew;28/08/2019 19:17;29/09/2019 07:40;267.0;23401.0;56331.0;DC-9F-DB-12-F3-EA:UM;08-74-02-B0-AE-7B
bec72b39b891a709;invitede-pansew;29/08/2019 08:09;21/09/2019 23:04;2794.0;33234060.0;1277971504.0;DC-9F-DB-12-F3-EA:UM;14-96-E5-90-82-79
4e703d8fae47e2fa;invitede-pansew;30/08/2019 11:01;28/09/2019 17:46;620.0;34841.0;284153.0;DC-9F-DB-12-F3-EA:UM;1C-56-FE-FF-5A-5B
676e1195a174b556;invitede-pansew;30/08/2019 11:06;28/09/2019 22:02;457.0;27580.0;32499.0;DC-9F-DB-12-F3-EA:UM;60-1D-91-7A-82-24
b6a3d90eb15f0a9c;invitede-pansew;07/09/2019 22:43;08/09/2019 00:40;7056.0;15736806.0;551479031.0;DC-9F-DB-12-F4-75:UM;5C-AF-06-0F-FF-68
